title,domestic_revenue,distributor,opening_theaters,MPAA,release_days,action,animation,comedy,drama,horror,thriller
Avatar,6.498388719761617,2,3.3896975482063856,2,2.0755469613925306,0,0,0,1,0,0
The Lion King,4.3582204731086795,1,3.4742162640762553,0,2.2068258760318495,0,1,0,0,0,0
Star Wars,5.909648547643653,0,3.623042434246382,2,1.968482948553935,1,0,0,0,0,0
Frozen,4.7751150771668,2,2.8407332346118066,0,2.0453229787866576,0,0,1,0,0,0
Inception,5.797999751885018,0,3.5984622004741507,4,2.2430380486862944,0,0,0,0,1,0
The Dark Knight,6.756218802576119,0,3.3273589343863303,4,1.8808135922807914,0,0,0,0,0,1
Harry Potter,6.909630366392284,1,3.514813294999285,3,2.060697840353612,0,0,1,0,0,0
Toy Story,5.684183545581763,1,2.924795995797912,2,2.0492180226701815,0,0,1,0,0,0
Finding Nemo,6.4740031451718245,2,2.850033257689769,3,2.1072099696478683,0,0,1,0,0,0
Black Panther,6.946128634373983,2,3.446847710155809,4,1.9822712330395684,0,0,1,0,0,0
The Godfather,5.981521428165492,3,3.500785172917456,2,1.3424226808222062,0,1,0,0,0,0
Spider-Man,6.498061210979839,0,3.6485551556626707,4,1.6434526764861874,0,0,0,0,0,1
Shrek,5.908918025095854,1,3.527887565952705,3,1.3617278360175928,0,0,1,0,0,0
Iron Man,5.615909038860865,3,3.0655797147284485,0,0.6989700043360189,0,0,0,0,1,0
Captain America,6.787718636497688,3,3.463594402187,3,0.6020599913279624,1,0,0,0,0,0
Batman Begins,6.964151915581014,0,3.2041199826559246,4,2.110589710299249,0,0,0,0,1,0
Wonder Woman,5.903596187810453,3,3.081707270097349,2,2.2041199826559246,0,1,0,0,0,0
Guardians of the Galaxy,5.882170924999461,3,3.527114111639805,4,1.591064607026499,0,0,0,0,1,0
Coco,4.58813719481919,1,3.1277525158329733,2,1.5440680443502757,0,0,1,0,0,0
Pirates of the Caribbean,5.626923142303309,2,2.682145076373832,3,1.9822712330395684,1,0,0,0,0,0
X-Men,6.748727767681954,4,3.5436956323092446,1,1.6127838567197355,1,0,0,0,0,0
The Matrix,6.9034706420966705,2,3.166430113843283,4,2.230448921378274,0,0,0,0,0,1
Forrest Gump,6.81035425128957,1,3.037426497940624,4,1.8129133566428555,0,1,0,0,0,0
Jaws,6.973143654239158,2,3.4631461367263494,2,2.1931245983544616,0,1,0,0,0,0
Interstellar,6.943582256291956,3,3.630122642859312,2,2.0969100130080562,0,0,0,1,0,0
Deadpool,5.252566641886719,2,3.219322508419337,2,1.806179973983887,1,0,0,0,0,0
Mad Max,6.9379579813805226,0,2.741939077729199,1,1.724275869600789,0,0,0,1,0,0
The Hunger Games,4.194708551575123,0,3.5603849229720157,2,2.0969100130080562,0,0,0,1,0,0
The Avengers,6.817467196013018,0,3.382917135087531,2,2.230448921378274,0,0,0,0,1,0
Titanic,5.888813337065345,2,3.4690852991231202,1,2.247973266361807,0,1,0,0,0,0
Jurassic Park,5.600429415553805,4,3.5622928644564746,4,2.214843848047698,0,0,0,0,1,0
Avatar,6.918289315162004,1,2.984077033902831,1,1.7781512503836436,1,0,0,0,0,0
The Lion King,5.87830976668332,0,3.3705130895985924,1,1.7558748556724915,0,0,1,0,0,0
Star Wars,5.300180118926397,0,3.6414741105040997,1,1.7993405494535817,0,0,0,0,1,0
Frozen,6.659684070840124,0,3.584557360525675,2,0.3010299956639812,0,0,1,0,0,0
Inception,5.973274287793579,2,3.5330090224954853,1,1.6334684555795864,0,0,0,0,0,1
The Dark Knight,6.5385594078845415,4,3.1699681739968923,3,1.8750612633917,0,0,0,0,1,0
Harry Potter,6.919280123122819,4,2.739572344450092,2,2.184691430817599,1,0,0,0,0,0
Toy Story,6.617804718971497,4,2.3654879848909,0,1.568201724066995,0,1,0,0,0,0
Finding Nemo,5.600012904532734,1,3.345177616542704,0,2.0043213737826426,0,0,0,0,0,1
Black Panther,6.9679421722215995,1,3.610766594773271,0,1.9084850188786497,0,0,0,1,0,0
The Godfather,5.934332276566796,1,3.4245549766067134,2,1.6334684555795864,1,0,0,0,0,0
Spider-Man,6.446356328721655,0,3.344588742578714,3,1.5563025007672873,0,0,0,0,0,1
Shrek,3.7198282862543346,2,3.371437317404101,2,2.1958996524092336,0,1,0,0,0,0
Iron Man,5.96280530566701,3,3.4396484295634737,1,1.7781512503836436,0,0,1,0,0,0
Captain America,5.31120269895076,3,3.3500540935790304,4,0.6020599913279624,0,0,0,0,1,0
Batman Begins,6.935695100387441,4,3.3634239329171765,1,2.1367205671564067,0,0,0,1,0,0
Wonder Woman,3.6143698395482886,4,3.4367985102318035,4,1.6334684555795864,0,0,1,0,0,0
Guardians of the Galaxy,6.779294977589997,0,3.2782962080912736,1,2.220108088040055,1,0,0,0,0,0
Coco,6.8641103010606885,4,3.3203540328176717,3,2.1931245983544616,1,0,0,0,0,0
Pirates of the Caribbean,6.985501200437432,2,3.215373152783422,1,1.5440680443502757,0,0,0,0,0,1
X-Men,6.791363015508924,0,3.452859335795852,3,1.8920946026904804,1,0,0,0,0,0
The Matrix,6.7787896281547,3,3.4363217001397333,0,2.2380461031287955,1,0,0,0,0,0
Forrest Gump,6.644871092846812,0,3.6309361190641916,3,1.3617278360175928,0,1,0,0,0,0
Jaws,4.3202917192395605,1,3.425044874551389,2,2.2013971243204513,1,0,0,0,0,0
Interstellar,5.424799994656599,3,3.5122840632818537,2,1.3222192947339193,0,0,0,0,1,0
Deadpool,6.815373236461805,0,3.4575791469957626,1,2.1335389083702174,1,0,0,0,0,0
Mad Max,5.515022958709678,1,3.575303333422399,2,1.8976270912904414,0,0,0,0,0,1
The Hunger Games,6.777852642676473,1,3.0211892990699383,2,2.2013971243204513,0,1,0,0,0,0
The Avengers,6.780445420918949,2,2.9439888750737717,4,2.173186268412274,0,1,0,0,0,0
Titanic,5.841075271297753,1,3.26528962586083,2,1.5185139398778875,0,0,0,0,0,1
Jurassic Park,5.240928466356565,0,3.240798771117331,3,1.9395192526186185,0,1,0,0,0,0
Avatar,6.857563998124047,2,3.646893624167745,4,1.8864907251724818,0,0,0,0,0,1
The Lion King,3.9988693638823443,2,3.269045709657623,4,1.806179973983887,0,1,0,0,0,0
Star Wars,5.47036197195602,0,3.426673888021373,1,2.2355284469075487,0,0,1,0,0,0
Frozen,6.903613267899762,2,2.821513528404773,0,1.3617278360175928,1,0,0,0,0,0
Inception,5.209606153203629,0,2.926342446625655,1,1.8750612633917,0,0,1,0,0,0
The Dark Knight,3.9429005411402938,2,3.3651134316275773,2,2.03342375548695,1,0,0,0,0,0
Harry Potter,6.855158668877125,2,2.5428254269591797,0,1.568201724066995,0,0,0,0,0,1
Toy Story,6.015428499287769,3,3.146128035678238,1,1.8573324964312685,0,0,0,1,0,0
Finding Nemo,6.1413823506122025,3,3.643353961976863,1,1.8976270912904414,0,0,1,0,0,0
Black Panther,5.210155260780582,2,2.9708116108725178,4,2.161368002234975,0,0,0,1,0,0
The Godfather,6.948746188268649,4,3.511749711344983,1,1.3979400086720377,0,0,0,0,1,0
Spider-Man,5.853226557683013,0,3.2038484637462346,2,2.2355284469075487,0,1,0,0,0,0
Shrek,6.683803151304836,3,3.4820155764507117,4,1.9912260756924949,0,0,0,0,1,0
Iron Man,5.575531910078376,0,2.9916690073799486,2,2.100370545117563,1,0,0,0,0,0
Captain America,5.969350670085162,2,3.064832219738574,0,1.8864907251724818,0,0,0,0,0,1
Batman Begins,6.582025843704958,1,1.7403626894942439,4,1.6127838567197355,0,1,0,0,0,0
Wonder Woman,5.8726148087953725,3,3.277150613963797,2,1.146128035678238,0,0,1,0,0,0
Guardians of the Galaxy,6.475267208298014,2,3.545307116465824,1,1.0791812460476249,0,0,0,0,0,1
Coco,6.987953644175192,1,3.4784221877400805,1,1.255272505103306,0,0,0,1,0,0
Pirates of the Caribbean,6.970038203587796,3,3.2530955858490316,2,1.7481880270062005,0,0,0,0,1,0
X-Men,4.420945405921972,1,3.0285712526925375,1,2.184691430817599,0,0,0,0,0,1
The Matrix,5.405469304638569,0,3.236033147117636,1,2.146128035678238,0,0,0,0,1,0
Forrest Gump,6.879507718903966,4,2.6541765418779604,3,1.99563519459755,1,0,0,0,0,0
Jaws,5.356427441692355,0,3.172310968521954,0,1.2787536009528289,0,0,0,0,1,0
Interstellar,4.791487135431221,2,1.2304489213782739,0,2.2278867046136734,0,0,0,0,0,1
Deadpool,4.9896678001409684,3,3.527887565952705,3,0.9030899869919435,1,0,0,0,0,0
Mad Max,6.954652386463067,1,3.2586372827240764,3,1.8388490907372552,0,1,0,0,0,0
The Hunger Games,6.766441179441228,4,1.9395192526186185,2,2.164352855784437,0,0,0,1,0,0
The Avengers,5.711894922373653,2,3.6101276130759956,1,1.2304489213782739,1,0,0,0,0,0
Titanic,6.815711801113202,3,3.1878026387184195,4,1.5440680443502757,0,0,1,0,0,0
Jurassic Park,4.566790912381592,2,3.5439439424829065,2,1.7481880270062005,0,0,1,0,0,0
Avatar,6.30799615122499,4,3.2332500095411003,2,2.2095150145426308,0,1,0,0,0,0
The Lion King,4.353223576097456,4,3.4282968139828798,2,2.1789769472931693,0,0,0,1,0,0
Star Wars,6.972192142935499,2,3.6051972673883776,3,2.110589710299249,0,0,0,0,0,1
Frozen,6.23411519788185,4,3.491781775584166,2,2.130333768495006,0,1,0,0,0,0
Inception,6.451011841605069,1,3.070037866607755,4,1.0791812460476249,0,0,1,0,0,0
The Dark Knight,5.644580376763223,0,3.6400837313731205,4,2.1789769472931693,0,0,0,0,1,0
Harry Potter,6.288244305627227,3,3.2979792441593623,4,1.8388490907372552,1,0,0,0,0,0
Toy Story,5.265744430171642,3,3.080987046910887,3,1.8512583487190752,1,0,0,0,0,0
Finding Nemo,6.541835377186931,0,3.481012420956573,0,1.9731278535996986,0,1,0,0,0,0
Black Panther,5.800332089797309,2,3.373095987078727,3,2.1702617153949575,0,0,0,0,1,0
The Godfather,6.395311362899634,3,3.5678494505731067,2,1.6127838567197355,0,1,0,0,0,0
Spider-Man,4.843849200594609,0,3.0511525224473814,4,1.6989700043360187,0,0,0,0,0,1
Shrek,6.623235951148246,0,2.828015064223977,3,1.9822712330395684,0,0,0,1,0,0
Iron Man,6.172164621381772,0,2.1986570869544226,2,2.0211892990699383,0,0,0,0,1,0
Captain America,4.498282978661371,4,3.597804842404293,0,1.9084850188786497,0,0,0,1,0,0
Batman Begins,6.4816204664927675,3,2.845098040014257,1,2.0755469613925306,0,0,0,0,1,0
Wonder Woman,6.410558428775373,3,3.5389505620143615,0,1.954242509439325,0,0,0,0,1,0
Guardians of the Galaxy,5.344083638099491,2,3.632963168167261,3,2.060697840353612,0,0,1,0,0,0
Coco,5.091170840147202,0,3.3836358683618797,3,1.8976270912904414,0,0,0,0,1,0
Pirates of the Caribbean,6.7473982893862505,4,2.727541257028556,2,2.2430380486862944,0,0,0,0,0,1
X-Men,6.575506634031389,1,3.4446692309385245,4,1.7403626894942439,0,0,0,1,0,0
The Matrix,6.8333134001921865,2,3.491921712586151,0,1.7558748556724915,0,1,0,0,0,0
Forrest Gump,5.863382348440788,1,3.0870712059065353,0,2.093421685162235,0,0,1,0,0,0
Jaws,4.902796739234403,1,3.636989101812229,3,1.414973347970818,0,0,1,0,0,0
Interstellar,5.78832678192784,0,3.179838928023187,2,1.8573324964312685,0,0,0,1,0,0
Deadpool,6.8414270499287,3,3.3506356082589543,1,1.4913616938342726,0,0,1,0,0,0
Mad Max,6.987652905250619,4,3.3963737275365067,4,2.2095150145426308,1,0,0,0,0,0
The Hunger Games,6.932067895331863,3,3.1095785469043866,0,1.8864907251724818,0,0,0,0,1,0
The Avengers,5.420909158284144,3,2.6201360549737576,3,1.9444826721501687,1,0,0,0,0,0
Titanic,5.141289823237604,4,3.137354111370733,4,2.187520720836463,0,0,0,0,0,1
Jurassic Park,6.859658478269844,4,3.307709923404807,0,1.9590413923210936,0,0,0,0,1,0
Avatar,5.969991948914347,1,3.5466660250701842,0,1.5314789170422551,0,1,0,0,0,0
The Lion King,6.67411025514823,4,3.623352681537992,3,1.6720978579357175,0,0,0,0,1,0
Star Wars,5.987731493560829,2,3.5588285248170117,4,2.161368002234975,1,0,0,0,0,0
Frozen,5.453137856250748,4,3.074084689028244,2,2.0718820073061255,0,1,0,0,0,0
Inception,6.932267273510514,2,3.39776625612645,2,2.130333768495006,0,0,0,0,0,1
The Dark Knight,5.678792344263639,3,3.425044874551389,3,2.093421685162235,0,1,0,0,0,0
Harry Potter,5.792540164809024,0,3.1975562131535367,3,1.9731278535996986,1,0,0,0,0,0
Toy Story,6.968554157671079,2,3.26528962586083,0,1.255272505103306,0,0,0,0,0,1
Finding Nemo,6.840973064378733,3,3.450249108319361,4,1.8864907251724818,0,1,0,0,0,0
Black Panther,6.247979400421339,1,2.9858753573083936,2,2.2355284469075487,0,1,0,0,0,0
The Godfather,3.601625479553945,3,3.569958818096594,1,1.8976270912904414,0,0,0,0,0,1
Spider-Man,6.170664717961302,0,3.613418945034573,4,1.7075701760979363,0,1,0,0,0,0
Shrek,6.493591037673945,0,3.5005109105263372,0,2.1789769472931693,0,1,0,0,0,0
Iron Man,6.588531533336459,1,3.638289535414257,2,2.0086001717619175,0,0,0,1,0,0
Captain America,6.995110258517075,1,3.3372595397502756,0,1.3424226808222062,0,0,0,0,1,0
Batman Begins,6.9953029419283235,4,3.161368002234975,3,2.1271047983648077,0,0,1,0,0,0
Wonder Woman,6.66744267913553,1,3.581722159949099,2,2.100370545117563,0,0,0,1,0,0
Guardians of the Galaxy,6.629259711059891,1,2.951823035315912,3,2.187520720836463,0,0,0,0,1,0
Coco,5.979548374704095,3,3.6245914591268478,2,1.380211241711606,0,0,1,0,0,0
Pirates of the Caribbean,6.942024233292454,2,3.1755118133634475,4,1.7323937598229686,0,0,0,1,0,0
X-Men,5.541449435393423,3,2.800717078282385,0,2.173186268412274,0,0,1,0,0,0
The Matrix,5.892158071861355,3,3.5170638734826545,3,1.8920946026904804,0,0,1,0,0,0
Forrest Gump,6.797467048810481,3,3.151982395457474,3,1.7075701760979363,0,0,0,1,0,0
Jaws,5.944813202365281,4,3.5626496722119168,0,2.1492191126553797,0,0,0,0,0,1
Interstellar,6.628056593193105,1,3.3267453795653217,3,2.1702617153949575,0,0,0,0,0,1
Deadpool,6.902799998630887,3,3.517591730711908,0,1.5797835966168101,0,1,0,0,0,0
Mad Max,5.091979818229391,4,2.9595183769729982,2,2.0827853703164503,0,0,0,1,0,0
The Hunger Games,6.881443947331145,2,3.1316186643491255,4,2.184691430817599,0,0,1,0,0,0
The Avengers,4.115976429454817,1,3.463743721247059,0,1.5797835966168101,0,0,0,0,1,0
Titanic,5.884564282732077,2,3.644635503768153,4,1.3010299956639813,0,0,0,0,1,0
Jurassic Park,6.412079175317999,3,3.5094713521025485,1,1.8750612633917,0,0,0,0,1,0
Avatar,5.846995478414359,2,2.651278013998144,1,2.0043213737826426,1,0,0,0,0,0
The Lion King,6.792412773283088,2,3.625312450961674,0,2.225309281725863,0,1,0,0,0,0
Star Wars,5.338641726513316,1,2.795184589682424,3,2.161368002234975,0,0,0,0,1,0
Frozen,6.58753485488717,4,3.204662511748219,4,1.9395192526186185,0,0,0,0,1,0
Inception,6.657877842501925,0,3.131297796597623,1,2.173186268412274,0,0,0,0,0,1
The Dark Knight,6.899886243290823,3,3.353531559077762,4,2.0170333392987803,0,0,1,0,0,0
Harry Potter,5.9029341558926856,4,3.290034611362518,0,1.0,0,0,0,0,1,0
Toy Story,6.715271358504947,3,3.3600250891893975,0,1.9777236052888478,0,0,0,1,0,0
Finding Nemo,5.542054461432741,0,3.3531465462139796,0,1.9395192526186185,0,0,0,0,1,0
Black Panther,6.356770406713447,2,3.638089721984506,4,2.167317334748176,0,0,0,0,1,0
The Godfather,6.860732406432091,4,2.6766936096248664,4,2.155336037465062,1,0,0,0,0,0
Spider-Man,6.919932758662082,1,3.1746411926604483,0,1.7993405494535817,0,0,1,0,0,0
Shrek,6.983297036582898,3,2.1172712956557644,0,2.1583624920952498,0,0,0,0,0,1
Iron Man,5.952352115455734,4,2.571708831808688,4,1.99563519459755,0,0,0,0,0,1
Captain America,4.949950811432368,2,3.3481100684802376,1,2.1760912590556813,0,0,0,0,0,1
Batman Begins,5.2697393720886,1,3.4818724103106633,1,1.968482948553935,0,0,0,0,1,0
Wonder Woman,6.766537986207186,3,3.645520514905874,0,2.1367205671564067,0,0,0,0,1,0
Guardians of the Galaxy,5.210856037888097,1,3.4303975913869666,2,2.0086001717619175,0,0,0,0,0,1
Coco,4.808102892420484,4,3.1119342763326814,4,1.8573324964312685,0,0,0,0,1,0
Pirates of the Caribbean,6.787681957811272,1,3.4126285205443754,3,1.4471580313422192,0,1,0,0,0,0
X-Men,6.493570966822287,1,3.229425847920695,1,1.0,0,1,0,0,0,0
The Matrix,6.616836558143387,0,2.2278867046136734,3,1.8692317197309762,0,1,0,0,0,0
Forrest Gump,6.692636063495374,0,3.584331224367531,3,2.1702617153949575,0,1,0,0,0,0
Jaws,6.351842477210155,0,2.7024305364455254,2,2.2095150145426308,1,0,0,0,0,0
Interstellar,5.830864425473598,1,1.9590413923210936,4,1.2787536009528289,0,0,0,1,0,0
Deadpool,6.652236474958707,0,3.5660837841679958,2,1.4771212547196624,0,0,0,0,1,0
Mad Max,5.697813241837058,4,2.2764618041732443,2,0.0,1,0,0,0,0,0
The Hunger Games,6.7443903167796515,0,3.5591881890047756,1,2.184691430817599,1,0,0,0,0,0
The Avengers,5.090497889414497,0,3.2415464805965484,0,2.1522883443830563,0,0,0,0,0,1
Titanic,5.757790662606551,3,3.6276730317666157,0,1.1139433523068367,1,0,0,0,0,0
Jurassic Park,6.402860038043307,2,2.6989700043360187,4,1.9912260756924949,0,0,0,0,1,0
Avatar,6.814958337572611,3,3.6469915374771222,3,2.184691430817599,0,1,0,0,0,0
The Lion King,6.874521592381987,1,3.4652340949880145,3,1.6020599913279623,0,0,1,0,0,0
Star Wars,5.778775461808935,4,3.460747541844197,2,1.8692317197309762,0,0,0,1,0,0
Frozen,5.294391265315117,3,3.4192947217534604,4,1.9242792860618816,0,0,0,0,1,0
Inception,6.767078725562115,1,3.518382315545344,1,2.155336037465062,0,0,0,1,0,0
The Dark Knight,5.435599130518455,4,3.5375672571526753,1,1.7634279935629373,0,0,0,0,0,1
Harry Potter,4.9915317468642595,4,2.7234556720351857,4,2.089905111439398,0,0,0,1,0,0
Toy Story,6.776766468502554,3,3.2846562827885157,2,1.8750612633917,0,0,1,0,0,0
Finding Nemo,6.51619481169731,4,1.568201724066995,2,1.462397997898956,1,0,0,0,0,0
Black Panther,6.891974486953524,1,3.5671440451956573,1,1.8195439355418688,0,1,0,0,0,0
The Godfather,5.86421314305169,3,3.529045170765769,4,1.9731278535996986,0,0,0,0,1,0
Spider-Man,6.6017261077074,0,3.2880255353883627,1,2.110589710299249,0,0,0,0,1,0
Shrek,6.330453750954425,0,2.413299764081252,2,1.6334684555795864,0,0,0,1,0,0
Iron Man,6.4685092004981675,1,3.295567099962479,1,2.2355284469075487,0,0,0,1,0,0
Captain America,5.467445307125425,4,3.4008832155483626,0,1.954242509439325,0,0,0,0,0,1
Batman Begins,6.9237746944254015,0,3.5070458724273257,4,2.1958996524092336,0,0,0,1,0,0
Wonder Woman,6.657182583305052,3,3.385963570600697,2,2.113943352306837,0,0,1,0,0,0
Guardians of the Galaxy,5.914307184832176,4,3.02201573981772,1,1.8920946026904804,0,1,0,0,0,0
Coco,5.737192642704737,2,2.5854607295085006,0,1.4471580313422192,0,0,0,0,1,0
Pirates of the Caribbean,5.378864652893609,0,3.0472748673841794,0,2.2068258760318495,0,0,0,1,0,0
X-Men,6.947626856651084,4,3.62879748556671,0,2.2095150145426308,0,0,0,0,0,1
The Matrix,5.931931064987256,2,3.620656479819621,4,1.8195439355418688,0,0,1,0,0,0
Forrest Gump,5.94478509241875,4,3.214578953570499,2,2.2430380486862944,0,0,0,0,0,1
Jaws,5.12627755508206,1,3.491921712586151,4,1.6901960800285136,0,1,0,0,0,0
Interstellar,6.259232533191854,3,3.190051417759206,3,1.9777236052888478,0,0,0,0,0,1
Deadpool,2.968015713993642,1,2.7649229846498886,3,1.9444826721501687,0,1,0,0,0,0
Mad Max,6.757208072244822,4,3.6216954623292787,4,1.99563519459755,0,1,0,0,0,0
The Hunger Games,6.409988547261541,4,3.5328817194073974,2,1.7323937598229686,0,0,0,0,1,0
The Avengers,6.308811901556131,2,2.720159303405957,0,2.2278867046136734,0,0,0,0,1,0
Titanic,5.255937913292883,0,3.511214701136388,0,1.954242509439325,1,0,0,0,0,0
Jurassic Park,5.6096136159274685,2,3.4459154139511234,2,2.060697840353612,0,0,1,0,0,0
Avatar,5.886371136721675,4,3.401400540781544,4,2.214843848047698,0,0,1,0,0,0
The Lion King,5.965910673570717,0,3.1085650237328344,0,2.1492191126553797,0,0,0,0,1,0
Star Wars,6.869475149846762,2,3.601842789782098,0,2.2278867046136734,1,0,0,0,0,0
Frozen,5.924018631168449,2,3.2329961103921536,2,1.9867717342662448,0,0,0,1,0,0
Inception,5.9932946759296595,4,3.5900612308037427,3,1.591064607026499,0,0,1,0,0,0
The Dark Knight,4.723447462232032,4,2.9703468762300935,3,2.1931245983544616,0,0,1,0,0,0
Harry Potter,5.659351345101487,2,3.6062738531699883,3,1.255272505103306,0,1,0,0,0,0
Toy Story,4.857995495560924,0,3.394976719554564,0,1.9395192526186185,0,0,0,1,0,0
Finding Nemo,3.966939163021113,2,3.392696953259666,3,2.2174839442139063,0,0,1,0,0,0
Black Panther,5.548391875237605,0,2.5809249756756194,3,2.1903316981702914,0,0,1,0,0,0
The Godfather,6.986531104290638,2,3.1547282074401557,1,2.037426497940624,0,1,0,0,0,0
Spider-Man,6.963859857608796,4,3.5368108659915416,3,1.5185139398778875,0,1,0,0,0,0
Shrek,6.961878547232105,4,3.58983794314746,2,1.380211241711606,0,0,0,0,1,0
Iron Man,6.574651460452422,4,2.509202522331103,0,2.1903316981702914,0,0,0,0,0,1
Captain America,5.924904426780576,2,3.3847117429382823,3,1.255272505103306,1,0,0,0,0,0
Batman Begins,5.758597785437972,4,3.5207454715194824,0,2.0755469613925306,0,0,0,1,0,0
Wonder Woman,6.639099535861514,3,3.4171394097273255,4,2.0293837776852097,0,0,0,0,0,1
Guardians of the Galaxy,5.973213779964322,2,3.1142772965615864,0,1.806179973983887,1,0,0,0,0,0
Coco,6.406894113910034,4,3.6034691597338386,4,2.0755469613925306,0,0,1,0,0,0
Pirates of the Caribbean,6.938703210852827,3,3.4553017716570764,1,2.12057393120585,0,0,1,0,0,0
X-Men,5.929454178776689,0,3.0711452904510828,4,0.8450980400142568,0,0,0,0,0,1
The Matrix,6.4063672797860995,0,3.6500159524718385,0,2.0718820073061255,1,0,0,0,0,0
Forrest Gump,6.831644061596582,3,2.8692317197309762,4,2.0253058652647704,0,0,1,0,0,0
Jaws,5.975157817854221,1,3.267406418752904,4,2.1072099696478683,0,0,0,1,0,0
Interstellar,5.500137635505008,2,3.6469915374771222,1,1.9822712330395684,0,0,0,0,1,0
Deadpool,5.965866044323911,3,3.6386888866901237,1,1.505149978319906,0,1,0,0,0,0
Mad Max,6.784192132076188,4,3.2065560440990297,2,1.8325089127062364,1,0,0,0,0,0
The Hunger Games,5.888369350905893,4,3.462996612028056,3,2.1789769472931693,1,0,0,0,0,0
The Avengers,5.13685368812606,1,3.4683473304121573,1,1.5797835966168101,0,0,0,0,0,1
Titanic,6.5673285017505,1,3.6481647785740012,1,2.1903316981702914,0,0,0,1,0,0
Jurassic Park,6.795740186756122,4,3.5532760461370994,2,1.380211241711606,0,0,0,1,0,0
Avatar,6.6785916657405044,2,3.230704313612569,3,1.255272505103306,1,0,0,0,0,0
The Lion King,5.736680095600385,3,3.2076343673889616,3,2.24551266781415,0,0,0,0,1,0
Star Wars,5.986481062666027,2,3.49996186559619,2,2.2041199826559246,0,0,0,1,0,0
Frozen,3.6623800200162475,1,3.433289685195026,2,1.7403626894942439,0,0,0,0,0,1
Inception,6.924900503083791,1,3.2523675144598987,4,1.3979400086720377,0,0,0,0,1,0
The Dark Knight,5.567379307650978,4,3.5375672571526753,0,1.6127838567197355,0,0,0,1,0,0
Harry Potter,5.652860109756841,2,2.8363241157067516,3,2.0863598306747484,0,1,0,0,0,0
Toy Story,6.781367279417806,1,3.496376054012401,0,1.7634279935629373,0,1,0,0,0,0
Finding Nemo,5.67773466761096,0,3.3418300569205104,4,2.2528530309798933,0,0,0,1,0,0
Black Panther,5.920803466517552,2,3.1132746924643504,3,2.123851640967086,0,0,0,0,1,0
The Godfather,4.784346219706213,0,3.17666993266815,0,1.591064607026499,0,0,0,1,0,0
Spider-Man,5.9111053836868415,0,3.539327063539375,1,1.0413926851582251,0,0,0,0,0,1
Shrek,6.485502662962608,0,3.2271150825891253,4,1.954242509439325,0,0,0,0,0,1
Iron Man,5.512210628864368,4,3.137670537236755,3,1.1760912590556813,0,0,0,0,1,0
Captain America,6.474468023594886,4,3.424718337331567,4,1.3424226808222062,0,0,1,0,0,0
Batman Begins,6.5492267312300365,2,2.935003151453655,4,1.8976270912904414,0,0,1,0,0,0
Wonder Woman,5.980675893359186,3,3.492620722043192,0,1.8976270912904414,0,0,1,0,0,0
Guardians of the Galaxy,6.485401974843857,2,1.0413926851582251,3,2.220108088040055,0,0,1,0,0,0
Coco,5.857905146165937,3,3.307923703611882,3,2.041392685158225,0,0,0,0,0,1
Pirates of the Caribbean,6.822292201828868,4,2.8494194137968996,4,1.9030899869919435,0,0,0,0,1,0
X-Men,6.484251281085256,1,3.6516656039229356,1,1.5440680443502757,0,0,1,0,0,0
The Matrix,5.405406129192354,3,3.6432552250247716,0,2.2528530309798933,1,0,0,0,0,0
Forrest Gump,5.277710041423315,1,3.4586378490256493,3,2.2430380486862944,0,1,0,0,0,0
Jaws,6.912103446580819,4,3.635081436010873,4,0.47712125471966244,0,0,1,0,0,0
Interstellar,5.556163745644334,4,3.2846562827885157,4,2.100370545117563,1,0,0,0,0,0
Deadpool,6.3617508718965565,0,3.395675785269936,3,1.8573324964312685,0,0,0,1,0,0
Mad Max,6.752834232293376,2,3.628695382714023,3,1.505149978319906,0,0,0,1,0,0
The Hunger Games,6.787839696660515,1,3.4811558708280352,2,2.0293837776852097,0,0,1,0,0,0
The Avengers,5.68056937105841,2,2.1398790864012365,1,1.2304489213782739,0,0,0,0,1,0
Titanic,4.957434875759574,2,3.5802405082653763,0,1.3617278360175928,0,0,0,1,0,0
Jurassic Park,6.09242762510266,2,3.2513948500401044,2,1.9084850188786497,0,0,0,0,0,1
Avatar,6.947147758074359,2,3.284205067701794,3,2.1398790864012365,0,0,0,1,0,0
The Lion King,5.721256474562276,3,3.404149249209695,0,1.8260748027008264,0,0,0,0,1,0
Star Wars,6.826272523725267,0,3.4255342204982635,4,2.1986570869544226,0,1,0,0,0,0
Frozen,5.887903547808935,3,3.3113299523037933,4,1.3424226808222062,1,0,0,0,0,0
Inception,6.609419909436266,3,2.271841606536499,1,1.7781512503836436,0,1,0,0,0,0
The Dark Knight,6.622868288423002,1,3.580582876814367,3,1.5185139398778875,0,0,1,0,0,0
Harry Potter,5.606656474459833,1,3.540454613671412,2,2.123851640967086,0,1,0,0,0,0
Toy Story,5.862281089652858,1,3.369772288596963,2,2.164352855784437,0,0,0,1,0,0
Finding Nemo,5.879098748014258,3,3.496237545166735,2,2.1492191126553797,1,0,0,0,0,0
Black Panther,5.657766022557354,3,3.4734869700645685,1,1.9912260756924949,0,1,0,0,0,0
The Godfather,6.31673294283204,3,3.445759836488631,2,2.225309281725863,0,0,1,0,0,0
Spider-Man,6.446430133535518,2,3.469822015978163,2,1.8573324964312685,1,0,0,0,0,0
